Unnamed: 0,title,text,subject,date,class
195,"Trump to meet House, Senate tax cut negotiators Wednesday: White House",president donald trump on wednesday will host congressional negotiators for lunch to discuss their progress toward tax cut legislation the white house the lunch will take place ahead of a speech on tax cuts trump is to deliver tomorrow afternoon the president will host the house and senate conferees for the tax cuts and jobs act for lunch at the white house to discuss the progress they have made towards delivering historic tax reform for the american people white house spokeswoman lindsay walters,politicsNews,"December 12, 2017 ",1
196,"Republicans propose to delay, pause Obamacare taxes",us house republicans proposed on tuesday to delay or suspend several taxes under former president barack obamas healthcare law including a tax on medical devices and the socalled cadillac tax on generous health insurance plans the move represents a new republican attempt to roll back provisions of the 2010 affordable care act widely known as obamacare after repeated failures congress majority party this year to repeal the law republicans in the house and senate are also in the final stages of reconciling tax overhaul legislation including a proposal to scrap obamacares individual mandate which imposes a tax penalty on americans who do not obtain health insurance a spokeswoman for the house ways and means committee the additional proposed healthcare tax rollbacks would not be part of the broader tax overhaul bill republicans could try to merge the healthcare tax proposals with a mustpass government funding bill that is expected to be passed dec 22 when current funding runs out but to succeed republicans in the senate who hold a slim majority of seats would need an assist from democrats to get past procedural hurdles in a statement house ways and means chairman kevin brady announced five new republicansponsored bills to provide targeted relief from obamacare taxes saying he looked forward to advancing legislation in the weeks ahead one proposed bill would retroactively eliminate obamacare penalties for employers who did not offer health insurance to their employees over the last three years as well as for next year the bill would also delay for one year the cadillac tax on highcost employersponsored insurance which is otherwise scheduled to go into effect in 2020 labor unions oppose this tax because their members often receive more generous healthcare plans and they fear it would increase their costs another bill would suspend for five years the tax on medical devices such as pacemakers and artificial hips it was first imposed in january 2013 as a funding mechanism for obamacare a law that has brought medical coverage to millions of previously uninsured americans the medical device tax has powerful opponents in both parties and manufacturers have lobbied heavily against it other proposals in the package would suspend a tax on health insurers for two years and provide two years of relief from a tax on overthecounter medications,politicsNews,"December 12, 2017 ",1
197,Trump signs into law U.S. government ban on Kaspersky Lab software,president donald trump signed into law on tuesday legislation that bans the use of kaspersky lab within the us government capping a monthslong effort to purge the moscowbased antivirus firm from federal agencies amid concerns it was vulnerable to kremlin influence the ban included as part of a broader defense policy spending bill that trump signed reinforces a directive issued the trump administration in september that civilian agencies remove kaspersky lab software within 90 days the law applies to both civilian and military networks the case against kaspersky is welldocumented and deeply concerning this law is long overdue democratic senator jeanne shaheen who led calls in congress to scrub the software from government computers she added that the companys software represented a grave risk to us national security kaspersky lab has repeatedly denied that it has ties to any government and it would not help a government with cyber espionage in an attempt to address suspicions the company in october it would submit the source code of its software and future updates for inspection independent parties us officials have that step while welcomed would not be sufficient in a statement on tuesday kaspersky lab it continued to have serious concerns about the law due to its geographicspecific approach to cybersecurity it added that the company was assessing its options and would continue to protect its customers from cyber threats while collaborating globally with the it security community to fight cybercrime on tuesday christopher krebs a senior cyber security official at the department of homeland security reporters that nearly all government agencies had fully removed kaspersky products from their networks in compliance with the september order kaspersky official response to the ban did not appear to contain any information that would change the administrations assessment of kaspersky lab krebs,politicsNews,"December 12, 2017 ",1
198,Senator Grassley expresses reservations on two Trump judge nominees,the republican chairman of the us senate committee that handles judicial nominations on tuesday raised concerns about two of president donald trumps picks for lower court positions citing controversial statements each has made senator chuck grassley who chairs the influential judiciary committee in comments first cnn cast doubt on whether the republicancontrolled us senate will vote to confirm the two nominees grassley cnn the white house should reconsider the nomination of jeff mateer for a district judgeship in texas and should not proceed on the nomination of brett talley for a district court vacancy in alabama chairman grassley has been concerned about statements made nominees mateer and talley and hes conveyed those concerns to the white house say taylor foy a grassley grassley did not specify what statements he was referring to but talley was online magazine slate to have posted online sympathetic comments about the early history of white supremacist group the ku klux klan often known as the kkk he also failed to disclose that his wife works in the white house counsels office which overseas judicial nominations mateer has run into trouble over speeches he made in 2015 in one he referred to transgender children as being part of satans plans cnn talleys nomination has already been approved the committee but foy the statements that troubled grassley only became public after that vote on nov 9 no action has been taken on mateers nomination and the senate has not scheduled a vote on talley trump has made significant progress in filling vacancies on the federal courts with conservative judges so far the senate has confirmed 16 of his nominees to district and appeals courts as well as his appointee to the supreme court neil gorsuch a white house did not immediately respond to a request seeking comment,politicsNews,"December 12, 2017 ",1
199,U.S. judge orders special counsel to turn over evidence on Michael Flynn,a us district court judge ordered special counsel robert mueller on tuesday to turn over any potential evidence that could be material for when he sentences president donald trumps former national security adviser michael flynn flynn pleaded guilty earlier this month to lying to the federal bureau of investigation during his interview in muellers probe into russian meddling in the 2016 presidential election and whether trumps campaign colluded with russia flynn has agreed to cooperate with muellers investigation moscow has denied interfering in the election and trump has denied any collusion us district judge emmet sullivan the government in a filing to turn over any exculpatory evidence known as brady material that could potentially help flynns defense or information that is material either to the defendants guilt or punishment the order the judge is considered routine and the government law is required to turn over such information to the defense if it exists a sentencing date has not been set but a status report ahead of sentencing is due feb 1,politicsNews,"December 12, 2017 ",1
200,"U.S. Congress to let Iran deadline pass, leave decision to Trump",the us congress will allow a deadline on reimposing sanctions on iran to pass this week congressional and white house aides on tuesday leaving a pact between world powers and tehran intact at least temporarily in october trump declined to certify that iran was complying with the nuclear agreement reached among tehran the united states and others in 2015 his decision triggered a 60day window for congress to decide whether to bring back sanctions on iran congressional leaders have announced no plans to introduce a resolution to reimpose sanctions before wednesdays deadline and aides say lawmakers will let the deadline pass without action doing that congress passes the ball back to trump who must decide in midjanuary if he wants to continue to waive energy sanctions on iran trumps failure to do so would blow apart the deal a course opposed european allies russia and china the other parties to the accord under which iran got sanctions relief in return for curbing its nuclear ambitions iran says its nuclear program is for peaceful purposes and denies it has aimed to build an atomic bomb it has it will stick to the accord as long as the other signatories respect it but will shred the deal if washington pulls out white house spokeswoman sarah sanders the administration was not asking for sanctions to be reimposed the administration continues to make encouraging progress with congress to fix the usiran deal and address longterm proliferation issues she a daily press briefing efforts to find common ground with europe on the iran deal were complicated again last week when trump announced washington would recognize jerusalem as israels capital breaking with international consensus trump has called the iran pact the worst deal ever and has threatened to pull the united states out of it his fellow republicans control both chambers of congress but their senate majority is so small that they need some democratic support to advance most legislation senate democrats even those who opposed it two years ago do not want to tear up the nuclear accord republican senator bob corker chairman of the senate foreign relations committee declined to say whether he thought trump would carry through on a threat to tear up the nuclear pact in january if congress does not pass legislation to further clamp down on iran corker reporters he and democratic senator ben cardin met national security adviser hr mcmaster last week to see if theres language that fits the bill here within congress but also keeps them the europeans at the table with us and not feeling like weve gone off in a different direction corker declined to elaborate on specifics of the discussions trump threatened to withdraw from the nuclear agreement if lawmakers did not toughen it amending the iran nuclear agreement review act or inara the us law that opened the possibility of bringing sanctions back cardin the senior democrat on the senate foreign relations panel has he would not support changes to the nuclear pact that are not supported europe democrats also insist that while sanctions should be imposed over irans ballistic missiles program or human rights violations they must be separate from the nuclear agreement,politicsNews,"December 12, 2017 ",1
201,Senators say effort to protect 'Dreamers' making progress,a bipartisan push in the senate to protect undocumented people who immigrated to the united states as children is gaining momentum as lawmakers try to wrap up negotiations republican senator jeff flake on tuesday both republican and democratic senators a deal would include measures to improve border security something which republicans have repeatedly stressed is a priority and which democrats have they would meet as part of a deal president donald trump in september he was terminating the deferred action for childhood arrivals daca program and he challenged congress to come up with legislation to protect around 700000 dreamers from the threat of deportation trumps democratic predecessor president barack obama created daca executive order were still working were very close to an agreement flake one of a few republicans and democrats in the republicancontrolled senate leading the effort reporters senate democratic leader chuck schumer speaking on the senate floor on tuesday we are in the process of negotiating with republicans to provide a significant investment in border security in exchange for daca these talks continue to progress and im hopeful we can reach an agreement trump the current program will be terminated in march but already some participants have seen their enrollments expire trumps tone toward dreamers has varied while he has vowed a great love for these youths on saturday he referred to them as criminal aliens the president would have to sign off on legislation before it could become law democrats in congress have been pushing to attach legislation restoring the immigration program to a mustpass spending bill either later this month or sometime next month another republican active in the effort senator thom tillis also was upbeat when we sit down and talk with bipartisan groups of senators we see that were not that far apart tillis in a brief interview on monday night but tillis additional law enforcement efforts in the interior of the country and not just at the border must be part of any deal many democrats have they would support increased southwestern border enforcement efforts such as more electronic and drone surveillance but at least publicly they have not embraced some of the enforcement steps for the countrys interior that republicans seek negotiations which have been closely held as senators engaged in highprofile fights over revamping the us tax code and funding federal programs in order to avert government shutdowns had been slowgoing there have been differences over how many dreamers would be covered legislation the length of temporary protections from deportation and whether dreamers would eventually qualify for permanent residence and citizenship these decisions have been complicated republicans immigration enforcement demands any deal negotiated no 2 senate democrat dick durbin a lead negotiator for democrats and who along with republican lindsey graham introduced the senate bill that is the focal point and his fellow senators would still have to be sold to the full senate durbin has been pushing to help dreamers for the past 16 years legislation would face an even tougher struggle in the house of representatives from a core of hardline opponents to granting amnesty to anyone who arrived illegally even children brought their parents immigration advocacy groups were heartened a letter sent on dec 5 34 house republicans urging the passage of legislation years end a broad coalition including the us business community and evangelicals have joined forces to pass legislation neil bradley a senior vice president at the us chamber of commerce failure would have a negative impact on the economy and our community and that for the hundreds of thousands of dreamers who have work authorizations under daca it would literally rip them out of the work place,politicsNews,"December 12, 2017 ",1
202,Trump's attack on Senator Gillibrand 'nasty': Senator Schumer,us senate democratic leader chuck schumer on tuesday that president donald trumps tweeted attack on senator kirsten gillibrand was nasty but schumer did not join gillibrands call for trump to resign the presidency over sexual misconduct accusations that tweet was nasty unbecoming of a president schumer reporters gillibrand a new york democrat on monday called for trump to resign over sexual misconduct allegations more than a dozen women have accused trump of unwanted sexual advances which he has denied trump lambasted gillibrand on on tuesday writing lightweight senator kirsten gillibrand a total flunky for chuck schumer and someone who would come to my office begging for campaign contributions not so long ago and would do anything for them is now in the ring fighting against trump,politicsNews,"December 12, 2017 ",1
203,House Speaker Ryan says he believes upbeat Treasury tax study,us house speaker paul ryan on tuesday defended a onepage analysis the treasury department that asserted a tax plan pushed the republicanled congress would pay for itself in 10 years i think that estimate makes a lot of sense i do believe the treasury when they say that this is going to unleash a lot of economic growth which will accrue more revenues ryan reporters chuck schumer the senate democratic leader called the estimate fake math on monday,politicsNews,"December 12, 2017 ",1
204,Senate leader says he's confident of deal to keep government open after Dec. 22,senate majority leader mitch mcconnell on monday he was confident the us congress would be able to reach an agreement to fund the government when the current spending bill ends on dec 22 and that there would be no forced government shutdown there isnt any chance we are going to shut the government down were in discussions not only on a cap deal but also on the way forward on appropriations mcconnell reporters the american people need not worry that there is going to be any kind of government shutdown but us senate democratic leader chuck schumer a fullyear defense funding bill with shortterm money for other programs would fail in the senate democrats will oppose any budget deal that would allow defense spending to increase while holding down domestic priorities he to reporters,politicsNews,"December 12, 2017 ",1
205,White House to host fresh biofuels talks to help refiners: sources,the white house will host talks between the rival oil and ethanol industries on wednesday in hopes of brokering a deal to help refiners struggling to meet the countrys biofuels policy to sources familiar with the matter the meeting comes after the white house last week pressured midwest lawmakers to take part in talks over possible tweaks to the renewable fuels standard a law that requires refiners to blend increasing amounts of biofuels mainly cornbased ethanol into the nations fuel supply each year a handful of refiners say the law is threatening to put them out of business but ethanol interests have the refineries can pass along the costs at the pumps and have vehemently opposed any changes to the regulation the meeting on wednesday will include staff from the offices of republican senators ted cruz of texas and pat toomey of pennsylvania both representing the oilrefining industry to the sources on the corn side staff will be present from the offices of republican senators chuck grassley and joni ernst of iowa along with deb fischer of nebraska the sources staff from the environmental protection agency and the us department of agriculture were also expected to attend a for grassley confirmed that stafflevel dialogue and meetings were under way but did not provide details officials for the other senators and the white house did not comment one source familiar with the matter the meeting would likely focus on shortterm fixes to help oil refiners on the us east coast who say they are struggling with the costs of meeting the rfs requirements refining companies like philadelphia energy solutions pescn and monroe energy both of pennsylvania along with texas giant valero energy corp vlon that do not have adequate facilities to blend biofuels into their products are required to purchase blending credits called rins from rivals that do rins prices have surged this year the source talks on wednesday could center on solutions like a price cap for rins or waivers to certain refiners that are at risk of going bankrupt without relief the governors of both texas and pennsylvania have already formally requested such waivers from the administration the industry has requested tweaks to the policy in the past that would cut the annual volume targets for biofuels allow ethanol exports to be counted against those targets or shift the blending burden to supply terminals from refiners but the trump administration has ruled in favor of big corn and against the refining industry in a series of decisions this year last month the environmental protection agency the regulator which administers the rfs slightly increased biofuels volumes targets for 2018 the refining industry has also been seeking a longerterm overhaul of the rfs before it expires in 2022 but such a change would require an act of congress and has met with stiff resistance from the corn lobby the rfs was introduced more than a decade ago president george w bush as a way to boost us agriculture slash energy imports and cut emissions and it has since fostered a market for ethanol amounting to 15 billion gallons a year,politicsNews,"December 12, 2017 ",1
206,Trump will announce new U.S. security strategy on Monday: adviser,us president donald trump will announce a new security strategy on monday white house national security adviser hr mcmaster on tuesday the new security blueprint will focus on protecting the us homeland advancing us prosperity preserving peace through strength and advancing american influence mcmaster at an appearance with his british counterpart mark sedwill mcmaster condemned what he was russian involvement in a new generation of warfare including internal political subversion as well as economic aggression china,politicsNews,"December 12, 2017 ",1
207,"Trump signs defense policy bill, urges U.S. Congress to fund it",president donald trump signed the annual defense policy bill on tuesday and urged congress to fully fund the measure and lift the budget caps that have forced limits on us defense spending for several years trump signed the 2018 national defense authorization act at a ceremony in the roosevelt room of the white house surrounded highranking defense officials the ndaa sets policy for the us military but does not provide funding which is approved with other legislation,politicsNews,"December 12, 2017 ",1
208,"Trump's push to cut federal jobs has modest impact, mostly in defense",president donald trumps campaign to shrink the bloated federal bureaucracy so far has made a small dent in the federal workforce and that largely because of a decline in civilian defense jobs days after his jan 20 inauguration trump ordered a hiring freeze later replaced with an order for federal agencies to cut staff immediately and in march he proposed a 2018 budget that sought to shift 54 billion to the military from other departments however federal civilian jobs declined around 6000 in the first nine months of this year or just 03 percent of 21 million such jobs tracked the office of personnel management to calculations based on the latest opm data published in late october the white house office of management and budget declined to comment on the overall drop in federal employment or the mix of job gains and losses across agencies the office issued in april the order for agencies to start nearterm staffing cuts and to submit plans for longerterm reductions september trump has not detailed how much fat he aims to cut but spoke of billions and billions of dollars of government waste and his aim to shrink the bloated federal bureaucracy while preparing his budget proposals in march independent watchdogs agree the federal government could be made more efficient with congresss government accountability office estimating in april that overlap and duplication lead to tens of billions of dollars in unnecessary spending before trump democrats barack obama and bill clinton and republican george w bush have all spearheaded various efforts to streamline government bureaucracy david lewis a political science professor at vanderbilt university this years numbers showed that trumps executive orders had limited power to reshape the federal bureaucracy ultimately the congress controlled the budgets and had the biggest sway over agencies staffing lewis whose research has largely focused on executive branch politics and public administration the white house has agencies longerterm workforce reduction plans will serve to develop trumps 2019 budget proposal the overall decline in federal staffing this year is largely due to a roughly 9500 drop at the department of defense to about 731000 a 13 percent decline even though trumps budget proposal envisaged small increases between 2016 and 2018 in employment measured hours worked pentagon dave eastburn hiring was slow during the white houseordered freeze but exemptions allowed recruitment for missioncritical positions and military readiness was never affected he described the decrease in staffing this year as well within historical norms in fact the number of activeduty service personnel which was exempt from the hiring freeze grew about 7000 in the 12 months through september to defense department data still cuts in the civilian staff could push more work onto relatively expensive contractors and military officers potentially raising costs over time scott amey general counsel at the project on government oversight a nonpartisan watchdog group if were just cutting jobs to cut jobs then mistakes are likely to be made amey after reviewing calculations of opm data mallory barg bulman a researcher at the partnership for public service a nonpartisan nonprofit targeting the number of jobs in general was not the best way of improving how the bureaucracy works a hiring freeze is not the answer to making the government more effective barg bulman instead agencies should invest more in training to boost productivity she the opm figures which exclude the postal service and some smaller independent agencies showed the declines were in part offset staffing gains totaling about 9000 at the homeland security and veterans affairs departments much of the gains were in divisions that control immigration and in medical care for former soldiers areas trump has identified as priorities the department of veterans affairs did not respond to a request for comment a spokeswoman at the department of homeland security staffing increases owed to revised recruitment strategies as well as temporary hiring for hurricane relief efforts some staffing ups and downs at agencies are part of longstanding budget issues or seasonal factors the treasury department lost staff largely due to budget cuts ordered congress in past years for its tax collection service while the departments of interior and agriculture saw increases due to seasonal hiring this version of the story has been refiled to clarify description of the partnership for public service in paragraph 15,politicsNews,"December 12, 2017 ",1
209,Cuba tells U.S. suspension of visas is hurting families,cuba senior us officials during talks on migration in havana on monday that the us decision to suspend visa processing at its embassy on the island was seriously hampering family relations and other people exchanges relations between the former cold war foes became strained after donald trump became the us president partially reversing the thaw seen during barack obamas presidency in september after allegations of incidents affecting the health of its diplomats in havana the us administration reduced its embassy to a skeleton staff resulting in the suspension of almost all visa processing the cuban delegation expressed deep concern over the negative impact that the unilateral unfounded and politically motivated decisions adopted the us government have on migration relations between both countries the cuban foreign ministry in a statement the statement was issued after delegations led cubas foreign ministry chief for us affairs josefina vidal and us deputy assistant secretary of state for western hemisphere affairs john creamer met to discuss migration issues many cubans they were heartbroken because they could not visit or be with their loved ones while cuba has a population of 112 million people there are an estimated 2 million cuban americans in the united states the trump administration also issued a warning on travel to cuba and in october expelled 15 cuban diplomats from washington the cuban foreign ministry this had seriously affected the functioning of the diplomatic mission particularly the consulate and the services it offers to cubans residing in the united states the us decision to cancel the visits of official delegations to cuba was also having a counterproductive effect on cooperation in fields like migration the ministry on the positive side both the us and cuban delegations commented on the drop in illegal cuban migration to the united states during the talks as a result of past moves towards normalizing relations obama who announced the detente with cuba nearly three years ago eliminated a policy granting automatic residency to virtually all cubans who arrived on us turf in january just before leaving office cuba had asked for the change for years saying that policy encouraged dangerous journeys and people trafficking apprehensions of cuban migrants at us ports of entry decreased 64 percent from fiscal year 2016 to 2017 and maritime interdictions of cuban migrants decreased 71 percent the us state department in a statement trump in june he was canceling obamas terrible and misguided deal with havana returning to cold war rhetoric and his administration has tightened trade and travel restrictions he has however in practise left in place many of obamas changes including restored diplomatic relations and resumed direct uscuba commercial flights and cruiseship travel,politicsNews,"December 12, 2017 ",1
210,Republican Moore embraces Trump message on eve of Alabama election,dogged accusations of sexual misconduct toward teenagers republican us senate candidate roy moore cast himself as a staunch ally of president donald trump at a rally on the eve of tuesdays election in alabama despite trumps endorsement for moore some polls suggest democrat doug jones 63 a former us attorney could pull off an upset victory becoming the first nonrepublican to be sent to the senate deeply conservative alabama in two decades steve bannon trumps former chief strategist and executive at the rightwing breitbart news site joined moore in midland city for the monday night rally labeled a drain the swamp event in an echo of trumps 2016 campaign pledge to get rid of washington insiders i want to make america great again with president trump moore i want america great but i want america good and she cant be good until we go back to god moore a 70yearold conservative christian and former alabama supreme court chief justice has been accused several women of pursuing them when they were teenagers and he was in his 30s including one woman who he tried to initiate sexual contact with her when she was 14 moore has denied any misconduct has not independently verified any of the accusations the alabama race has divided trumps republican party the sexual misconduct accusations prompted many senior republicans including senate majority leader mitch mcconnell to distance themselves from moore theres a special place in hell for republicans who should know better bannon the rally framing the alabama election as a showdown between establishment elites and populist power a fox news poll conducted on thursday and released on monday put jones ahead of moore with jones potentially taking 50 percent of the vote and moore 40 percent fox 8 percent of voters were undecided and 2 percent supported another candidate an average of recent polls the realclearpolitics website showed moore ahead a slight margin of 22 percentage points trump taped a robocall that the campaign has rolled out urging voters to back the republican candidate in order to help support the presidents agenda democrats also made robocalls using two of their partys own big guns former president barack obama and former vice president joe biden jones has he wanted to be a voice for reason for alabama and has touted a record that includes prosecuting former ku klux klan members responsible for the 1963 bombing of a black church in birmingham in which four girls were killed jones has spent the past week rallying africanamericans the most reliably democratic voters in the state and hammering moore in television ads he has supporters that his campaign is a chance to be on the right side of history for the state of alabama if jones wins on tuesday republicans would control the senate a slim 5149 margin giving democrats muchneeded momentum ahead of the november 2018 congressional elections when control of both chambers of congress will be at stake moores campaign has cast jones as a liberal out of step with alabama voters seizing on the democrats support of abortion rights many republican officials in alabama including governor kay ivey say they will vote for moore but the states senior republican senator richard shelby he did not vote for moore and instead backed a writein candidate on his absentee ballot telling cnn that alabama deserves better than moore moore who was twice removed from the state supreme court for refusing to abide federal law may find a chilly reception in washington if he wins republican leaders have moore could face an ethics investigation if alabama voters send him to the us senate democrats have signaled they may use moores election to tar republicans as insensitive to womens concerns at a time when allegations of sexual harassment have caused many prominent men working in politics entertainment media and business to lose their jobs,politicsNews,"December 11, 2017 ",1
211,Women accusing Trump of sexual misconduct seek congressional probe,three women who have accused us president donald trump of sexual misconduct called on monday for a congressional investigation into his behavior amid a wave of similar accusations against prominent men in hollywood the media and politics over the past two years more than a dozen women have accused trump of making unwanted sexual advances against them years before he entered politics three of his accusers jessica leeds rachel crooks and samantha holvey at a news conference on monday that the accusations warranted new consideration given the broader discussion of sexual harassment in us society brave new films a nonprofit filmmaker produced a featuring 16 of trumps accusers and organized the news conference in new york on monday in the film women accused trump of kissing them without permission grabbing their private parts putting his hand up their skirts or making other unwanted advances congress should put aside their party affiliations and investigate mr trumps history of sexual misconduct crooks a former receptionist for a real estate firm who was flanked leeds and holvey the women they do not think trump will resign over the allegations but that he should be held accountable trump and white house officials have denied the allegations some of which date back to the 1980s these false claims totally disputed in most cases eyewitness accounts were addressed at length during last years campaign and the american people voiced their judgment delivering a decisive victory a white house spokesperson in a statement on monday questioning the womens timing and political motives trump a republican faces legal action in one related case democratic senator kirsten gillibrand cnn that trump should resign over the accusations these allegations are credible gillibrand in an interview on monday with cnns christiane amanpour they are numerous ive heard these womens testimony and many of them are heartbreaking gillibrand recently former president bill clinton a fellow democrat should have stepped down during the 1990s scandal that led the house of representatives to vote to impeach him on monday she that if trump does not immediately resign congress should have appropriate investigations of his behavior and hold him accountable a number of powerful and highprofile men have been accused in recent months of sexual misconduct including three members of congress hollywood film producer harvey weinstein and former nbc news anchor matt lauer has not independently verified the accusations against trump weinstein lauer or the three congressmen nikki haley the us ambassador to the united nations and one of the most highprofile women in trumps administration on sunday that any woman who has felt mistreated a man has the right to speak up even if she is accusing the president democrat chris coons a member of the senate judiciary panel it was unlikely that the republicancontrolled congress would act on the accusations which were known before the november 2016 presidential election my hunch is it gets reviewed at the next election coons cnn sexual harassment accusations have also been made against republican candidate roy moore who is running in a us senate race this week in alabama trump has backed moore a former judge even as congressional republicans denounced the candidate and called on him to pull out of the race the accusations against trump emerged during the 2016 presidential campaign when a videotape surfaced of a 2005 conversation caught on an open microphone in which trump spoke in vulgar terms about trying to have sex with women trump apologized for the remarks but called them private lockerroom talk and he had not done the things he talked about,politicsNews,"December 11, 2017 ",1
212,U.S. House Democratic women seek probe of Trump misconduct accusations,more than 50 female democratic lawmakers in the us house of representatives called on monday for a congressional investigation into allegations various women of sexual misconduct against president donald trump who has denied the accusations we cannot ignore the multitude of women who have come forward with accusations against mr trump the lawmakers wrote in their letter though a formal inquiry was unlikely to result because republicans control the agenda in congress the letter spearheaded the democratic womens working group which is composed of all the partys female members in the house was signed 56 lawmakers it followed a call earlier on monday three women who have accused trump of sexual misconduct for a congressional investigation into his behavior the lawmakers request for a probe was sent to leaders of the oversight and government reform committee the main investigative committee in the house over the past two years more than a dozen women have accused trump of making unwanted sexual advances against them in the years before he entered politics mondays letter from the democrats there were at least 17 accusers and listed names the presidents own remarks appear to back up the allegations the letter saying trump had boasted that he feels at liberty to perpetrate such conduct against women the president should be allowed to present evidence in his own defense the lawmakers the letter was addressed to oversight panel chairman trey gowdy a republican and top democrat elijah cummings trump last year apologized for talking about groping women in a 2005 tape recording that surfaced weeks before the presidential election and he had not done the things he talked about more recently trump has allies that the voice on the recording was not his the new york times recently trump and white house officials have denied the sexual misconduct allegations against him some of which date back to the 1980s these false claims totally disputed in most cases eyewitness accounts were addressed at length during last years campaign and the american people voiced their judgment delivering a decisive victory a white house spokesperson in a statement on monday,politicsNews,"December 12, 2017 ",1
213,Judge tells ex-Trump adviser Manafort to stop communicating with media,a us federal judge on monday issued a stern warning to president donald trumps former campaign manager paul manafort to refrain from making statements to the media that could harm his right to a fair trial us district judge amy berman jackson chided manafort for ghostwriting an opinion piece that was published last week in the kyiv post an englishlanguage newspaper in ukraine lauding manaforts political work for ukraine jackson she would consider any similar future behavior to be a violation of her nov 8 gag order not to discuss the case with the media or make public statements in ways that could affect the cases outcome jackson stopped short of granting a request from special counsel robert mueller to deny manaforts proposal for more lenient bail terms saying she would take manaforts proposal to lift his house arrest in exchange for posting four real estate properties as collateral under advisement and rule at a later date prosecutors had previously asked her to deny manaforts request saying his behindthescenes ghostwriting violated her order and raised issues of trust mr manafort that order applies to you and not just your lawyer jackson she added that the oped while not published in a united states newspaper could potentially taint a local jury pool because of the global nature of media all that has to happen is for that favorable article which is going to look on its face to be entirely independent but is actually in part a message crafted and shaped you is to have somebody you know post it on or a blog and you have accomplished your goal given the power of retweeting she manafort and his business associate rick gates are facing charges including conspiracy to launder money and failing to register as a foreign agent working on behalf of former prorussian ukrainian president viktor yanukovychs government jackson set the next status conference hearing for jan 16 jackson she has some outstanding concerns about manaforts proposed bail package including his reliance on the real estate website zillow to come up with some of the property value estimates manafort earlier this month pledged about 8 million in real estate assets in new york city and elsewhere as well as life insurance worth about 45 million as security for bond in a court filing on monday manafort provided information including real estate tax assessments appraised market values and comparable sales data for the properties in new york virginia and florida many items cited zillow jackson also expressed frustration that the defendants were not always giving pretrial services ample notice about their whereabouts saying it has to be more than an hour in advance she added that gates has repeatedly filed requests to get out of house arrest on the weekends to go to his childrens sporting events and she urged his lawyers to reach a bail agreement with the government so the court could get out of the business of monitoring soccer practice,politicsNews,"December 11, 2017 ",1
214,"U.S. military must accept transgender recruits by Jan. 1, judge rules",transgender recruits will be able to join the us military as of jan 1 after a federal judge on monday denied a request president donald trumps administration to enforce his ban on transgender troops while the government appeals an order blocking it in a ruling with which the pentagon it would comply us district judge colleen kollarkotelly in washington refused to lift part of her oct 30 order stopping the ban from taking effect until the case is resolved saying it likely violated the us constitutions guarantees of due process and equal protection under the law the white house the justice department was reviewing its options the pentagon in a statement that it would follow court orders and begin processing transgender applicants on jan 1 it added however that it and the us department of justice are actively pursuing relief from those court orders in order to allow an ongoing policy review scheduled to be completed before the end of march the administration had argued that the jan 1 deadline was problematic because tens of thousands of personnel would have to be trained on the medical standards needed to process transgender applicants and the military was not ready for that kollarkotelly rejected the concerns saying preparations for accepting transgender troops were under way during the administration of trumps predecessor barack obama the directive from the secretary of defense requiring the military to prepare to begin allowing accession of transgender individuals was issued on june 30 2016 nearly one and a half years ago the judge several transgender service members filed a lawsuit after trump in july he would ban transgender people from the military citing concern over military focus and medical costs in an august memorandum trump gave the military until march 2018 to revert to a policy prohibiting openly transgender individuals from joining the military and authorizing their discharge the memo also halted the use of government funds for sexreassignment surgery for activeduty personnel defense secretary james mattis had previously delayed a deadline that had been set during the obama administration to begin enlisting transgender recruits to jan 1 which trumps ban then put off indefinitely the pentagon on monday there were a number of guidelines that would have to be met the applicants it that sex reassignment or genital reconstruction would be disqualifying factors unless a medical provider certified that a period of 18 months had passed since the most recent surgery no complications persisted and additional surgeries are not required the service members who sued trump mattis and military leaders in august had been serving openly as transgender people in the us army air force and coast guard they trumps ban discriminated against them based on their sex and transgender status in her october ruling kollarkotelly the trump administrations reasons for the ban do not appear to be supported any facts and cited a militarycommissioned study that debunked concerns about military cohesion or healthcare costs a federal judge in maryland also halted the ban in nov 21 ruling,politicsNews,"December 11, 2017 ",1
